公司简称,变动数量(万股),占总股本比例,变动后持股总数(万股),变动后占总股本比例,涨跌幅
科融环境,907.5129,1.0638,63056.764500000005,9.83,-0.8633333333333336
科达利,1462.1399,6.9625,96851.3056,4.959247311827957,-4.90268817204301
科达制造,74254.6329,41.1661,1481888.6164,12.139850746268657,0.2656625864821713
科远智慧,347.84,2.52,259.56,0.42,-0.5337777777777778
科锐国际,13536.6247,68.9678,184169.048,8.906666666666666,2.13168
科陆电子,8429.1035,5.4193,161407.4975,12.732222222222223,-8.92
科隆股份,811.0,11.9269,9683.0,6.780952380952381,-0.6071428571428571
秦安股份,4467.6076,10.1709,65422.1023,1.9602631578947367,-0.9874999999999999
秦川机床,10740.1092,11.5898,18276.4584,3.29625,2.474
积成电子,15491.2963,32.515299999999996,117152.0922,3.727887323943662,-1.4666216216216217
移为通信,5017.19,30.3004,190955.282,14.668125,-0.11224999999999977
移远通信,2971.2772,17.611,8337.127199999999,2.360606060606061,0.49441860465116283
穗恒运A,7874.9444,11.5028,59977.4756,9.727777777777778,-0.6477777777777778
空港股份,852.2570000000001,3.0631999999999997,103772.9351,31.65,-0.3223076923076923
立华股份,3292.1597,6.7164,72803.7004,6.008666666666667,0.5116279069767442
立方数科,10176.6536,18.4469,213656.3985,9.484545454545454,2.2738636363636364
立昂技术,2802.2386,15.918,10934.1276,3.407586206896552,0.9765517241379309
立讯精密,178605.7187,43.6635,7537552.6106,44.018888888888895,-0.5273333333333332
立霸股份,4700.02,14.3755,5599.95,5.0,3.319
第一创业,107322.0674,30.1163,5557254.1607,7.9738659793814435,-0.5378350515463917
第一医药,676.062,3.0309,118974.7008,44.4425,-0.3933333333333333
粤传媒,734.6078,0.6327,441664.3528,47.55,0.007499999999999979
粤宏远A,6923.1776,10.6742,569221.3663999999,10.841234567901234,-0.31714285714285717
粤桂股份,6571.7401,20.967,10174.0002,0.7904878048780487,-0.5321951219512195
粤水电,7036.2294,5.85,389659.52640000003,29.462727272727275,-0.1345454545454545
粤高速A,7.9,0.0,0.0,,-0.6509090909090909
精伦电子,17626.9097,58.207699999999996,84739.5686,3.195657894736842,-0.585
精准信息,11819.067,20.8303,559373.4258,6.4839455782312925,-0.6600000000000001
精功科技,3978.2357,8.7409,422804.1607,26.540285714285712,-0.7454285714285716
精华制药,20066.4627,24.2367,342112.8859,2.957317073170732,-1.6689333333333336
精工钢构,34112.351,17.5062,184100.2316,5.846842105263158,-0.9913636363636363
精测电子,8280.2043,40.7248,521895.1934,4.216385542168674,-0.7476426426426427
精研科技,7812.3349,85.5283,181653.0756,3.1301529051987766,-1.3802121212121212
精艺股份,7218.1231,33.1168,28487.8028,1.67325,0.2922471910112359
精达股份,7878.9978,4.0284,96866.4626,3.538571428571429,1.5007142857142852
精锻科技,587.29,1.58,77826.2484,26.983333333333334,1.1433333333333333
索菲亚,30438.2481,38.7763,90856.9281,8.171739130434782,0.02192307692307695
索通发展,15504.663199999999,37.4758,90384.8455,3.1821428571428574,0.009799999999999875
紫光国微,15728.5918,24.2733,222443.68529999998,8.524651162790697,0.09884615384615383
紫光股份,98311.4335,57.050399999999996,3345594.9929,9.640918918918919,1.6514117647058824
紫天科技,8586.9121,59.135,184499.6809,10.90219512195122,0.062357723577235784
紫晶存储,1065.526,5.593,27299.952400000002,4.778666666666667,3.0780000000000003
紫江企业,3033.46,2.0002,79041.5546,26.06,-0.31
紫金矿业,528450.8187,24.4569,6033355.3642,10.732692307692307,2.8469230769230767
紫鑫药业,34820.3384,25.1662,17241709.7132,29.983452115812916,-0.08206593406593418
红塔证券,16683.201,3.5529,24137.0987,0.36944444444444446,0.4753846153846154
红墙股份,3218.1052,26.1355,212043.9401,7.614711111111111,-1.0498245614035089
红宝丽,4334.5302,7.1892,53108.2581,7.3500000000000005,-0.9633333333333334
红旗连锁,85360.97899999999,63.3495,175884.051,4.2503125,-0.37200000000000005
红日药业,84294.046,28.5653,1445595.0014,14.596153846153847,1.1515555555555557
红星发展,2820.5697,9.6747,82593.4707,20.259285714285713,-0.024285714285714244
红相股份,7375.1966,16.3206,212938.0486,1.4432929782082324,0.30462616822429905
红蜻蜓,8907.987000000001,8.5394,7373.498,1.8475,-0.9730000000000001
红豆股份,104367.2918,48.3814,7290896.9798,27.27482558139535,-0.20972677595628408
纳尔股份,29.74,0.202,677.1404,2.3,-0.19500000000000006
纳川股份,35739.1723,41.488099999999996,291459.7774,5.462241379310345,-3.483793103448276
纳思达,36816.409999999996,34.6609,4933685.1788,51.63744444444444,-0.2664444444444445
纵横通信,5504.5771,33.4175,15916.1652,3.1609756097560973,1.0004545454545453
纽威股份,28663.6115,34.6057,392277.1822,4.323057851239669,0.18999999999999995
经纬纺机,10.5,0.0,14.0,0.0,-0.6319999999999999
经纬辉开,16403.8756,60.768299999999996,206429.045,5.76192,-0.08393700787401574
绝味食品,22783.5792,44.5244,372205.233,5.962407407407408,-1.2173148148148147
继峰股份,22645.5291,34.8863,678178.9567,31.488400000000002,-0.7064
维业股份,2394.9839,12.509,28564.9762,7.776111111111111,0.28388888888888886
维信诺,1731.0,4.5367,60595.44,10.452307692307691,-1.166
维力医疗,7233.781,16.758,85798.8864,14.564400000000001,-0.7947058823529412
维宏股份,285.31,3.1331,9786.1278,2.69,2.652
维尔利,3265.2556,4.2492,14979.4016,4.851999999999999,-0.43599999999999994
维科技术,10200.3612,30.464,383549.831,10.394731182795699,-2.041505376344086
综艺股份,7784.5524000000005,6.0045,5675.2176,0.73,0.17999999999999997
绿地控股,134708.83800000002,11.074200000000001,10359790.9998,24.325714285714284,-1.554857142857143
绿城水务,8371.804,11.3751,156224.17930000002,13.268749999999999,-0.15375
绿康生化,845.442,5.4404,132738.541,27.55258064516129,0.09903225806451613
绿盟科技,40579.4534,51.0821,670249.3171,7.566496350364963,3.341338028169014
绿茵生态,1304.5964999999999,6.2281,39202.4565,5.218095238095238,-0.09904761904761918
网宿科技,39823.8108,14.1702,351054.594,9.542,-0.0033333333333332993
网达软件,288.03000000000003,1.3044,3311.9700000000003,5.0,-0.09999999999999994
罗博特科,1771.2774,17.0332,150473.2212,6.290913043478262,-2.4446086956521738
罗平锌电,16746.3367,53.6848,206634.1636,7.999032258064516,1.2417708333333335
罗普斯金,4255.732599999999,9.661,68781.4527,39.098571428571425,-2.5825
罗牛山,32893.1222,23.9205,140729.7814,4.074666666666666,-0.8856818181818181
美丽生态,37132.5253,47.5186,604826.5643,3.7264473684210526,-1.1671721311475411
美亚光电,899.9615999999999,2.67,899.9615999999999,0.89,-0.020000000000000007
美亚柏科,4466.3552,19.9894,25372.56,9.538333333333332,-0.5598755186721991
美克家居,23078.3037,30.3665,133466.0064,5.906000000000001,-2.6283783783783785
美凯龙,37071.323,6.7339,2683344.8457,16.42913043478261,0.6294444444444444
美利云,29936.786799999998,36.1534,160063.9619,2.7810714285714284,-1.9611340206185568
美力科技,2560.98,14.246,174201.17,6.713655172413794,-1.7803973509933773
美吉姆,16740.031899999998,30.836100000000002,252193.0051,5.5492233009708745,-0.8953636363636365
美好置业,88328.27,24.6413,554320.9737,6.217428571428572,-0.11846153846153844
美尔雅,1.7000000000000002,0.0,2.2,0.0,-1.6445454545454545
美年健康,193127.8414,80.39869999999999,795665.1506,3.8728070175438596,-1.3436507936507935
美康生物,93.27,0.26959999999999995,13721.89,3.6363636363636362,-0.9345454545454545
美晨生态,69541.6422,37.8589,1934385.8506,9.017894736842106,-1.3477639751552795
美的集团,39099.0966,4.590999999999999,182195.8394,1.908181818181818,-1.9934375
美盈森,12494.8,10.2037,642152.2678,11.684166666666666,-0.10999999999999996
美盛文化,8333.5181,9.1614,856771.89,16.819642857142856,-0.17750000000000002
美芝股份,234.466,1.54,175.97,0.154,-1.073012048192771
美诺华,1652.7751,11.099400000000001,20570.0732,1.7329999999999999,-1.728875
美达股份,11991.4468,22.7043,442789.5379,6.031654676258992,0.3024731182795699
美迪西,109.84,1.772,2584.2224,1.7366666666666666,3.17
美邦服饰,111295.3961,58.5405,1091632.0769,28.718275862068968,-2.6294594594594596
美锦能源,117038.1081,35.7286,10187110.3292,42.92084745762712,-2.7004477611940296
翔港科技,1000.0,4.9512,3730.2999999999997,3.694,0.26399999999999996
翔鹭钨业,6663.4974,25.3332,133713.4907,6.347586206896552,-1.7788524590163934
翠微股份,503.04,0.9596,68753.79999999999,32.79,0.69
翰宇药业,15638.0316,24.8292,59109.0515,3.7363636363636363,-2.047428571428571
耀皮玻璃,10693.6895,11.4368,456578.1131,25.702105263157893,-1.8994736842105262
老板电器,9473.711,7.41,5347.3643,0.6175,-1.7161111111111111
老白干酒,8773.6915,7.477,79981.9386,4.952222222222222,0.08761904761904771
老百姓,10500.9465,35.3346,217343.6436,24.017,-0.5266666666666666
耐普矿机,415.6,5.941,11465.74,4.5505555555555555,-1.465
聆达股份,12158.1672,50.149,58455.1706,3.258172043010753,-0.6064957264957266
联创光电,8511.7953,16.6639,36322.6586,0.4953939393939394,-2.203372093023256
联创电子,37325.3321,49.3384,317710.8533,1.8130794701986754,-2.427345132743363
联创股份,6039.3713,19.4031,36991.5313,3.6010526315789475,-0.05824999999999999
联化科技,2822.4,2.5664,98296.8212,17.753333333333334,-0.7277777777777777
联发股份,8991.789999999999,38.9155,108518.31,9.123653846153847,-0.5284615384615384
联合光电,7445.7489,30.4929,270767.591,3.4303966005665725,0.20369146005509636
联明股份,207.9882,2.2401999999999997,8639.9282,17.900000000000002,-0.7383333333333334
联环药业,51.2706,0.30000000000000004,51.2706,0.10000000000000002,-0.89
联络互动,59303.469300000004,19.8577,687333.7407,7.8925,1.727777777777778
联美控股,8491.9941,4.9056,2309229.7636,32.59146341463415,-0.05735537190082645
联诚精密,2574.1233,32.0418,62237.2337,4.350337078651686,-1.437191011235955
联赢激光,54.370000000000005,0.1814,802.64,0.6699999999999999,0.19
聚光科技,16471.4273,34.3886,482134.1204,14.497162162162162,2.2647191011235956
聚力文化,5326.0583,8.8622,189164.5774,4.7666,1.18
聚灿光电,2052.72,6.5622,29619.02,2.595681818181818,1.5850943396226413
聚辰股份,1404.215,11.6016,13691.471,4.721666666666667,1.89
聚隆科技,7381.263,21.6264,230962.0718,11.837346938775509,1.8330612244897961
聚飞光电,31311.7128,57.456199999999995,632692.1984,9.282539682539682,-2.3553968253968254
胜利精密,37655.829600000005,25.5818,604361.0704,4.12768115942029,4.11
胜利股份,64832.7645,41.6387,213558.3879,4.952244897959184,0.3962686567164179
胜宏科技,22067.8767,41.6603,433758.6518,4.335766871165644,6.41644171779141
能科股份,4896.157,23.9857,21715.7429,3.744375,0.04
腾信股份,2211.7,5.7644,39961.484,20.814,1.92
腾达建设,101717.5908,61.8501,245119.2098,2.7444067796610168,-0.7996923076923077
腾龙股份,11444.0908,51.2044,519324.54480000003,23.323039215686272,0.6104761904761904
至正股份,6433.3308,83.2778,38485.6516,3.7963235294117643,1.4343661971830985
至纯科技,7838.444,29.7462,22489.9796,1.828148148148148,1.4619354838709677
致远互联,1593.9971,20.6996,17024.5249,5.263333333333334,0.8133333333333332
舍得酒业,1349.4,3.9995999999999996,41387.5072,30.675,-2.415
舒泰神,27983.2174,56.5072,302378.5023,6.795408163265306,-4.5042608695652175
航发动力,21545.6603,9.5788,959305.9299,9.971304347826088,1.137058823529412
航发控制,20401.1175,16.4668,748178.0594,13.328367346938776,-0.058823529411764705
航发科技,2539.2911999999997,5.4623,17456.9449,3.110588235294118,1.9621052631578948
航天信息,156.15,0.1668,185241.193,33.43333333333333,0.38999999999999996
航天动力,5131.96,8.6356,90830.5208,4.247142857142857,0.4331428571428572
航天发展,61944.0341,38.0169,791845.0337,2.1848684210526317,0.5443037974683544
航天宏图,2993.5723,18.0516,8673.7842,2.0896,0.020400000000000036
航天工程,15278.0247,20.6702,121932.5999,15.255882352941175,-0.7414285714285713
航天彩虹,15132.58,16.845299999999998,38464.404800000004,2.3196153846153846,0.09514285714285704
航天机电,9882.1851,7.8976999999999995,182629.1928,4.1734285714285715,1.3701587301587301
航天电器,421.1786,0.98,421.1786,0.49,1.29
航天电子,12436.092700000001,9.2211,28710.6745,1.4422222222222223,1.171304347826087
航天科技,4454.7037,6.5842,15898.251800000002,3.7776923076923077,0.3015151515151515
航天长峰,661.0398,0.7056,36941.8872,37.13,-1.2
航新科技,2075.9162,8.9868,36289.5717,4.710571428571429,1.1571428571428573
航民股份,25537.7484,31.5518,4784795.0362,34.88718518518518,-0.5545185185185185
航锦科技,14416.114599999999,16.6485,55037.6661,5.312,1.1205555555555557
良信股份,871.6659999999999,1.662,80347.353,5.107666666666666,3.087666666666667
良品铺子,2040.2988,5.0882000000000005,24564.3534,10.21,-0.96
艾华集团,4.5,0.011699999999999999,345.0,0.15,-0.02333333333333328
艾可蓝,22.68,0.2838,1602.664,5.01,-4.285
艾德生物,13632.8544,70.9052,223574.7291,5.161335740072202,-1.1713541666666667
艾比森,8740.910100000001,15.6292,117147.5821,4.584625,-2.764651162790698
艾艾精工,76.17,0.5748,217.82999999999998,0.1375,0.65
艾迪精密,906.5412,1.3311,9744.0939,2.7099999999999995,-0.6033333333333334
艾迪药业,41.04,0.08,41.04,0.02,1.6024999999999998
节能国祯,12234.1922,27.063399999999998,156359.5462,7.129655172413794,-0.4767058823529412
节能铁汉,93179.2678,39.0939,104624.0592,4.5536,-1.277375
节能风电,127807.0983,32.8687,1893390.2343,4.640854700854701,0.6594871794871795
芒果超媒,30840.1749,44.4965,97471.8371,4.37734693877551,-0.952181818181818
芭田股份,6507.0104,3.82,3250.5502,1.91,-1.076
芯源微,1192.04,11.7412,8977.8184,5.937777777777778,2.4699999999999998
花园生物,4430.6307,20.4907,228873.74850000002,15.794736842105262,-1.0645614035087718
苏交科,15897.9503,7.543699999999999,10129.5652,0.6257894736842106,-0.30428571428571427
苏农银行,777.96,0.4386,106962.4307,2.8247619047619046,-0.64
苏大维格,1303.06,13.3172,1947.676,2.1563636363636363,1.6727272727272726
苏奥传感,5759.6487,28.0398,570771.3308,9.198837209302326,1.5580620155038758
苏宁易购,178020.3686,15.8631,3002525.8068,12.670714285714286,-1.282
苏宁环球,47212.0,12.9753,323170.48880000005,13.777777777777779,-4.858333333333333
苏州固锝,13338.2431,18.3217,477288.5698,4.821323529411765,3.355735294117647
苏州科达,8862.747,24.9047,152256.2041,3.1361202185792347,-0.7333333333333334
苏州高新,12826.46,5.787100000000001,170482.4882,10.197142857142856,-0.19764705882352943
苏常柴A,704.25,1.2543000000000002,51253.5708,30.429999999999996,-1.6666666666666667
苏泊尔,3183.143,7.7238,91438.3324,9.029375,-1.51375
苏盐井神,4401.3428,6.8194,763167.2788,38.267307692307696,-1.8796153846153847
苏美达,6596.0,10.3006,93138.352,18.18125,-1.0
苏试试验,5299.28,29.5352,94197.5,7.852428571428571,-1.6709589041095891
英力特,1200.641,3.9745999999999997,694.54,0.458,-0.5640000000000001
英可瑞,1446.304,11.7088,88053.0678,6.684224137931034,-1.5593965517241377
英唐智控,33046.7916,20.7007,80403.74859999999,1.6343478260869566,-3.3466666666666667
英威腾,779.0699999999999,0.18,137.07,0.06,-1.8980000000000004
英搏尔,300.34,1.5514000000000001,562.31,0.8255555555555555,2.9099999999999997
英杰电气,359.9936,3.7002,4539.3135999999995,2.98375,-1.9050000000000002
英洛华,17907.2454,23.4092,88687.4244,2.003119266055046,-0.9421167883211679
英派斯,6574.22,53.9576,88564.58,2.9759677419354835,0.28787148594377515
英特集团,6115.9728000000005,19.6657,33393.005900000004,0.7365137614678899,-2.0323333333333333
英科医疗,8780.4994,40.9743,482889.7639,5.13457627118644,-1.1818619246861923
英维克,3912.5739,18.3747,21571.005,3.381,-1.0253333333333334
英联股份,3480.518,14.0106,105100.182,6.218658536585366,0.7376470588235294
英飞拓,32290.59,15.080400000000001,44346.763900000005,1.998,-0.45379310344827595
英飞特,14094.1915,50.1586,345238.2376,4.694157608695653,-2.3585602094240836
茂业商业,11218.0875,6.4574,1151607.6157,30.223636363636363,-0.7847058823529413
茂化实华,4246.4758,8.158,8171.562800000001,2.62,-0.15999999999999992
茂硕电源,2932.3943,15.3143,6830.1572,1.7005,-0.7757692307692305
茶花股份,1020.0,4.17,1020.0,1.39,1.8633333333333333
荃银高科,60089.1391,137.8862,515942.7255,6.046047619047619,-0.38861702127659575
荣丰控股,673.614,4.587,101169.0751,40.527058823529416,-1.194705882352941
荣安地产,2871.1400000000003,2.6826,11063.7936,2.605,-0.45500000000000007
荣泰健康,3646.2802,25.9203,12936.0106,2.3085,-0.5854999999999999
荣盛发展,34484.867300000005,8.7113,3082565.5055,25.267027027027027,1.6157777777777775
荣科科技,7203.7674,22.4219,50222.437900000004,6.565454545454545,-1.8612
荣联科技,12225.1517,9.014100000000001,68155.7456,2.4446511627906977,-0.5186956521739131
药明康德,86287.72,53.533699999999996,737668.6999,4.241454545454546,-0.752
药石科技,2806.9024,21.3904,27312.4837,2.7901388888888885,-0.0697222222222222
莎普爱思,11846.812,48.5874,180037.8329,9.743376623376623,0.555064935064935
莫高股份,28959.409,58.1727,58198.3946,4.770263157894737,-1.676530612244898
莱克电气,2442.0,6.1032,15360.6,2.5540000000000003,1.7133333333333334
莱宝高科,5147.404,7.2895,98244.198,8.185882352941176,0.11176470588235293
莱美药业,17324.8671,19.0242,107755.8564,5.185945945945946,-0.26575000000000004
莱茵体育,51855.0657,28.0665,3621025.9352,14.345306122448978,-0.14628140703517584
莱茵生物,8578.1095,7.84,3431.2438,1.96,1.922
莲花健康,20057.0668,18.886,125843.6331,6.23578947368421,1.421578947368421
菲利华,4182.5004,12.533900000000001,400450.7273,10.528879310344827,2.7676271186440675
菲达环保,1305.839,3.2084,3508.322,4.31,5.13
萃华珠宝,2166.8199999999997,11.3582,50708.3154,5.829473684210527,0.2889473684210526
葛洲坝,67902.5751,15.0893,6700295.6605,31.348125,-0.10875
葵花药业,5252.9853,8.994299999999999,211617.8799,13.421111111111111,-0.5366666666666667
蒙娜丽莎,1226.4303,2.9928,9023.3127,3.67,-0.8033333333333333
蒙草生态,20540.6739,7.9998000000000005,61690.165199999996,3.203333333333333,-1.6011111111111112
蓝丰生化,242.3897,0.7124999999999999,27250.8354,20.03,-3.66
蓝光发展,36381.3982,15.6136,1067910.1593,10.049333333333333,-0.4672916666666666
蓝帆医疗,53237.3363,68.534,5192549.5761,14.633763157894737,-0.23853598014888336
蓝海华腾,7212.7020999999995,34.4477,288076.553,3.011065217391304,0.42656587473002167
蓝焰控股,63.0081,0.0635,189.0242,0.02375,0.8912499999999999
蓝盾股份,19277.46,39.1238,893221.2509999999,3.5475,0.4922499999999999
蓝科高新,1551.0,3.5803000000000003,50641.227399999996,20.40857142857143,0.40700000000000003
蓝色光标,26904.9188,12.2599,243290.324,2.1046153846153848,0.2623809523809525
蓝英装备,22266.56,82.4635,1780732.96,28.185085470085472,2.4452136752136755
蓝黛科技,10260.7586,20.1004,188201.8472,3.115566037735849,-1.2173394495412844
蔚蓝锂芯,13118.5126,15.1612,165744.8044,4.6889473684210525,-0.4597674418604652
藏格控股,7128.8572,13.4806,71370.9778,12.77888888888889,1.5144444444444443
虹软科技,1417.9015,3.4897,11490.8915,4.04,0.97
融捷健康,48961.9663,49.5665,1046148.3742,5.922045454545454,-1.1320113314447593
融捷股份,7248.2312,34.3912,99532.9978,6.287361111111111,0.9779166666666667
融钰集团,13924.720000000001,19.0544,17390.57,1.105,1.700833333333333
蠡湖股份,5737.8849,19.4416,28811.0018,2.575,-1.20344262295082
裕兴股份,6211.7887,23.9754,181721.2367,9.916811594202898,-0.8898550724637682
裕同科技,18971.8535,20.4568,24079.8423,1.7926315789473686,-0.2877272727272728
襄阳轴承,1109.55,2.5003,120723.882,7.767142857142856,-0.5271428571428571
西仪股份,4398.8649000000005,13.9853,674377.0826,41.190000000000005,-0.44096153846153846
西南证券,89635.0995,24.5624,1298578.9778,7.438870967741935,-0.1917647058823529
西宁特钢,750.78,0.7187,29149.22,9.296666666666667,-0.2199999999999999
西安旅游,10620.2547,47.1633,38612.1542,3.51125,0.07979166666666664
西安饮食,901.2,1.8128,82693.20000000001,16.568,0.754
西昌电力,9825.417,26.953200000000002,20879.909,11.456,-0.27599999999999997
西王食品,10109.6176,11.9173,536790.6958,33.44571428571428,-0.3549999999999999
西菱动力,1911.762,11.9616,12146.7894,3.6171428571428574,-2.32
西藏城投,7115.8518,11.392,245259.3327,35.1925,-1.385
西藏天路,2810.9241,1.5826,61410.4514,5.446428571428571,0.46058823529411763
西藏旅游,24138.4561,102.2755,227320.9728,5.686446700507615,-0.2637777777777777
西藏珠峰,61753.8844,69.3443,1267003.8897,11.288629032258065,1.1251181102362207
西藏矿业,4658.22,8.911,10022.352,1.275,-1.6427272727272728
西藏药业,2228.4555,10.0619,5275.4494,2.587142857142857,-3.1500000000000004
西部创业,135.972,0.0901,142.95,0.003333333333333333,-0.83375
西部材料,2483.4537,13.797000000000002,102763.8377,22.494999999999997,-0.8584999999999997
西部牧业,4495.2658,29.820999999999998,178551.7421,26.541212121212123,-0.5118181818181818
西部矿业,14779.9694,6.1911000000000005,430282.51879999996,22.568749999999998,0.26249999999999996
西部证券,71148.0944,30.3495,4318283.9699,10.41734463276836,-0.4919774011299435
西部超导,15517.8401,34.8815,462710.897,7.824701492537313,0.1317518248175183
西部黄金,2621.1516,4.1214,383825.8944,67.05666666666667,-0.3533333333333334
西陇科学,6112.5891,7.6112,113508.1984,4.618333333333333,0.24147540983606547
西麦食品,2121.014,11.3561,32840.438,12.07529411764706,-2.85
视源股份,10024.1397,13.4512,44194.0491,3.537368421052632,-2.356153846153846
视觉中国,19487.6768,38.5582,167641.3237,2.35414,-0.6260526315789473
誉衡药业,96562.7217,48.3842,11347228.9197,18.489929824561404,0.5108219178082192
许继电气,11493.0843,19.1672,269520.8454,14.92157894736842,-1.8738095238095236
证通电子,23808.7817,37.127,78683.1628,4.628181818181818,0.06421052631578951
诚志股份,26733.9081,21.2685,398271.0012,5.57578947368421,0.48434343434343424
诚意药业,3589.8627,32.5506,20661.6507,7.118888888888888,-1.6900000000000002
诚益通,5055.7126,21.2278,64423.9068,6.761272727272727,-2.199310344827586
诚迈科技,4419.5608,48.1359,274792.434,5.510422297297297,1.3167563025210083
诚邦股份,2958.759,14.5536,31981.647,3.0841176470588234,1.7466666666666668
诺力股份,656.4258,2.4597,1951.0374,1.215,1.0066666666666666
诺德股份,73914.6416,43.3544,158087.4528,4.164545454545455,-3.3000000000000003
诺普信,57645.067800000004,45.2967,318152.8989,5.819333333333334,-0.6362857142857142
诺邦股份,840.0,6.9708,10534.47,5.816,0.08000000000000002
读者传媒,4981.8704,6.9981,2485.6112000000003,1.7280000000000002,-0.13428571428571429
豆神教育,14631.5444,20.0547,84608.5326,4.425593220338984,-4.985384615384616
豪森股份,80.657,0.0,0.0,,-4.62
豪迈科技,3234.9058,4.0439,517760.6008,5.438487394957983,2.140252100840336
豫光金铅,83.3926,0.2824,50280.409199999995,42.575,0.19499999999999984
豫园股份,40345.9256,25.725,207944.5324,1.5916071428571428,-0.37373134328358215
豫能控股,586.362,0.6587000000000001,362945.5835,6.95655737704918,2.4425757575757574
贝因美,76491.3089,70.4896,3607141.7078,12.367747440273037,2.0246801346801346
贝斯美,181.89000000000001,1.5011999999999999,3518.6099999999997,9.68,-1.6366666666666667
贝瑞基因,14278.3207,36.628,140021.8729,7.820384615384616,1.0190070921985817
贝达药业,22615.547,50.8902,282132.4299,4.701543624161074,-0.9503592814371258
财信发展,22215.9971,33.1559,5811850.2875,44.161199999999994,-0.8503125
财通证券,74280.19,15.3951,132975.6768,1.3733333333333333,-0.9312195121951221
贤丰控股,10179.6137,37.1655,14347.4457,5.3999999999999995,0.7428571428571427
贵州三力,365.65999999999997,0.8979,2036.6096,1.25,0.47
贵州百灵,1938.0447,1.3800000000000001,1938.0447,0.46,0.7866666666666666
贵州茅台,448.3751,0.4319,513863.5961,61.870000000000005,-1.5887499999999999
贵州轮胎,15559.6618,20.0522,68209.3186,9.77,-0.7822222222222223
贵广网络,3652.2984,3.4739999999999998,50150.432100000005,5.3,-0.07666666666666672
贵研铂业,1786.68,5.8846,42232.0152,17.97666666666667,-3.0436363636363635
贵绳股份,23911.3311,97.5772,174953.9503,8.021011235955056,-1.0947191011235955
贵航股份,1894.4044999999999,6.1684,75874.9181,12.261052631578947,0.21736842105263157
贵阳银行,27868.6521,8.5866,344602.3519,3.02,-0.558409090909091
赛伍技术,628.8366,1.5722,5615.608200000001,7.02,0.34
赛升药业,2400.0,10.009799999999998,2460.0,3.42,0.05999999999999998
赛微电子,6578.6718,7.9551,88020.1776,6.535714285714286,0.26666666666666666
赛意信息,11294.838,52.5705,175354.6714,1.7013698630136986,0.4672368421052632
赛托生物,1498.68,12.0828,40047.464,3.4989622641509435,1.926271186440678
赛摩智能,9756.0162,17.7023,826301.1811,3.1163125,-0.8855000000000001
赛福天,2907.68,13.1382,92378.1554,6.338484848484849,-0.523913043478261
赛诺医疗,8677.8858,21.1632,1297201.24,7.96919395465995,1.9236523929471034
赛象科技,31821.0,59.6116,110668.0,23.277142857142856,0.0
赛轮轮胎,84036.5619,34.0557,757464.6191,7.083658536585366,-2.1678125
赞宇科技,9834.4756,32.0092,47745.4553,5.147083333333334,0.23166666666666672
赢合科技,1165.228,9.3965,13428.6188,2.4613636363636364,-3.0302272727272723
赢时胜,12638.8419,12.3772,406923.763,5.74066037735849,0.05410071942446044
赣粤高速,3736.4138999999996,1.5998999999999999,733964.721,52.379999999999995,-0.5833333333333334
赣能股份,2890.6839,2.9624,2096021.8654,39.058727272727275,0.06218181818181823
赣锋锂业,860.5032,1.5461,16601.414,0.8732692307692307,-3.623269230769231
赤峰黄金,48085.392700000004,49.9504,429424.7394,4.187142857142858,0.3238144329896907
超华科技,23809.6751,25.555600000000002,1257097.6315,11.33890756302521,0.42999999999999994
超声电子,4063.9482000000003,7.5737,86531.38,16.117,1.754
超讯通信,694.2724000000001,5.5985,15772.6814,4.1000000000000005,1.7273076923076922
超频三,3772.955,9.5691,72842.5957,3.4281034482758623,-0.8972413793103446
越博动力,28.6875,0.3684,292.38750000000005,0.4166666666666667,-1.1266666666666667
越秀金控,47339.657999999996,17.3694,1415815.7169,6.958918918918919,-1.327922077922078
跃岭股份,2238.915,5.37,861.1211999999999,1.79,0.4633333333333333
路畅科技,976.283,8.1251,112361.769,32.287241379310345,0.06517241379310344
路通视信,3674.742,16.877299999999998,74893.8146,5.761230769230769,0.25929577464788733
轻纺城,12607.048200000001,10.4491,421896.2973,24.540769230769232,-0.556923076923077
辉煌科技,12757.3985,14.673,21444.4317,1.8370967741935484,0.7778947368421052
辉隆股份,4203.522,5.6290000000000004,315477.5915,25.86176470588235,-0.2694
辰安科技,6513.0003,23.5428,33840.2054,2.7488059701492538,1.1178571428571429
辰欣药业,3549.1318,7.803,148984.04820000002,25.27692307692308,-0.96
辽宁成大,93325.8802,60.8994,712906.7625,2.8243636363636364,-0.46652173913043476
辽宁能源,19495.525,14.6226,532553.0356000001,12.4959375,-0.5363636363636363
辽港股份,19987.6816,4.5158000000000005,933382.2583999999,52.72,-0.59
达刚控股,4896.408,9.2036,15554.6426,1.2769642857142858,0.010810810810810827
达华智能,25915.639,24.9276,284325.8188,4.490689655172414,0.2520689655172414
达威股份,4200.47,46.7746,72613.9131,9.714513274336284,-2.498938053097345
达安基因,5283.3916,10.1012,45963.6515,18.754,0.25851063829787235
达实智能,26606.5242,29.4688,335532.4073,6.8776,-1.6884905660377358
达意隆,1138.92,5.832,21012.07,5.663684210526315,0.9831578947368421
迅游科技,2187.0598,13.1545,51816.2656,6.619574468085107,0.6302127659574467
迈为股份,2542.9445,45.0948,89328.729,9.478950276243093,-1.0722994652406417
迈克生物,3782.4444,6.7795,169843.8992,5.2493103448275855,-2.992068965517242
